Customer ID,Loan Sanction Amount (USD)
C-10594,18106.736
C-35192,172541.34
C-25391,35111.035
C-44990,117509.2
C-46996,9048.161
C-34622,37645.004
C-29751,-164.69382
C-13412,127811.06
C-21183,82225.65
C-39735,32696.484
C-48876,43383.582
C-25622,124856.26
C-31678,34810.79
C-36629,25168.47
C-43014,-2828.5361
C-3933,32230.662
C-49335,75658.664
C-13338,71087.72
C-6826,72602.23
C-19063,66234.4
C-44125,-611.6908
C-5986,21769.314
C-45713,26821.951
C-14078,40779.188
C-16455,44845.59
C-22714,57694.246
C-17799,120761.46
C-34006,16509.15
C-35870,66.95699
C-25153,96078.57
C-23770,59140.32
C-32136,22758.547
C-23584,95599.945
C-25232,200841.08
C-30110,28572.652
C-23461,26.630194
C-15386,45886.082
C-28768,74544.266
C-26184,23626.256
C-5767,41844.293
C-8834,26961.26
C-47266,-219.42491
C-48087,436.67273
C-46675,26.794506
C-49902,56374.773
C-36238,9356.398
C-31594,118.41331
C-24026,45203.2
C-46421,30956.254
C-39698,57968.152
C-47657,35.218708
C-16314,43766.367
C-16620,89114.29
C-16293,63045.195
C-7735,57507.79
C-25976,78370.95
C-1337,101597.64
C-9230,19395.465
C-44995,-313.16998
C-39031,102893.414
C-35595,26129.229
C-10688,50360.91
C-36996,22.549164
C-14971,124159.04
C-29715,38236.75
C-8850,61039.375
C-19779,134213.92
C-11558,63775.03
C-47078,0.37962693
C-39302,42796.1
C-27210,132179.89
C-9372,39709.38
C-22863,58697.9
C-28936,82100.484
C-2194,41686.473
C-35356,71350.05
C-11663,46.725693
C-6736,37709.734
C-19512,74815.6
C-4771,114318.53
C-17300,52688.402
C-20472,59785
C-38095,113722.04
C-37410,74118.51
C-2918,23230.191
C-35455,24864.443
C-45519,20236.574
C-35251,23233.27
C-27554,24923.885
C-40165,40555.457
C-49788,1079.2662
C-38530,48198.812
C-46583,33994.484
C-9542,34669.625
C-23446,14.933006
C-11453,23398.424
C-49633,52701.29
C-45035,166316.78
C-12482,55740.082
C-38841,85814.63
C-2399,105398.39
C-27026,46340.867
C-21880,21473.129
C-10183,62.001358
C-2566,50.870895
C-39029,19674.092
C-45947,64938.457
C-43243,823.4921
C-47002,108.77197
C-5642,90534.87
C-41582,-13.500904
C-23292,80655.44
C-26817,91164.18
C-12651,54960.62
C-37379,22289.373
C-20216,26041.002
C-45122,2991.5278
C-45436,23.60178
C-28331,18531.168
C-13262,105.04413
C-35449,88742.42
C-5686,67.134186
C-40025,42533.12
C-12904,16620.408
C-42641,10795.418
C-9666,103861.47
C-20854,105807.74
C-282,122868.09
C-21659,26082.684
C-46662,111.04886
C-49805,5497.0806
C-16915,23892.725
C-47172,5080.629
C-34929,72557.39
C-15499,49212.9
C-199,23685.752
C-8626,44710.69
C-43313,8.238173
C-12368,12141.765
C-16542,60031.57
C-34075,33356.965
C-22150,29289.4
C-22023,159.50737
C-49377,22296.951
C-24233,59460.027
C-22766,27170.883
C-28128,43529.125
C-41659,-2329.6504
C-37490,28426.05
C-4011,29027.61
C-23598,88443.68
C-45547,84850.84
C-10483,91369.555
C-38431,72694.32
C-6636,-208.40303
C-15815,250.72012
C-4457,22391.447
C-41420,771.3344
C-32670,43048.434
C-35594,54.81329
C-6269,1.5965128
C-24151,31441.773
C-8841,81377.47
C-44270,399.01196
C-11773,131497.1
C-24154,111207.305
C-6960,32545.166
C-8914,60666.35
C-9965,75353.52
C-12355,63527.98
C-15440,108510.41
C-10047,15644.413
C-39088,168.44966
C-5392,16380.426
C-26925,23376.854
C-44343,12915.627
C-36956,94137.1
C-26072,24464.777
C-32337,78483.21
C-1177,123539.17
C-10890,17.575735
C-13122,65089.74
C-24220,137964.73
C-36183,18414.885
C-38107,16290.376
C-910,27185.203
C-23419,53127.918
C-2576,55044.434
C-25201,38751.426
C-24361,252.64375
C-48594,700.0582
C-9547,140271.17
C-9370,24863.938
C-28208,101473.06
C-9136,58473.496
C-47977,137967.33
C-29645,21204.963
C-20549,21931.998
C-42626,286.02222
C-19562,24.06737
C-5528,16865.395
C-39519,106711.59
C-24056,89912.516
C-28953,105356.17
C-42300,69531.3
C-14890,29958.15
C-42876,-1307.724
C-21563,71459.43
C-36869,109569.54
C-8381,112.038414
C-16537,106400.836
C-21968,10297.211
C-44572,181.86491
C-13320,76277.64
C-38137,33344.832
C-7632,27599.326
C-17538,57388.85
C-45563,-6.7716155
C-32434,21535.695
C-3931,101.34309
C-26209,35222.34
C-27987,22507.867
C-28364,48452.39
C-1241,148682.06
C-14523,12613.573
C-32580,6703.769
C-18205,15236.657
C-27815,62.226078
C-2645,31935.2
C-20940,43.39415
C-35560,17221.646
C-18342,38449.47
C-49664,24082.156
C-26634,99986.266
C-8472,52402.27
C-1196,29023.293
C-9938,-90.4007
C-8441,35191.156
C-31990,82.59321
C-16384,12.112548
C-6709,223720.62
C-8917,33950.6
C-40706,30834.465
C-29640,20652.115
C-34137,-11.011874
C-34835,23580.982
C-44585,183.25194
C-49829,17909.574
C-41979,658.8903
C-42642,57427.094
C-40467,83151.31
C-196,64422.766
C-13384,120114.41
C-1230,32150.598
C-1942,88640.84
C-40218,9645.628
C-15931,19448.057
C-48869,58.91498
C-16563,13582.514
C-35001,-28.379452
C-1266,10055.224
C-11764,31.739056
C-21046,16712.223
C-49428,62943.723
C-32506,19475.121
C-32627,154147.83
C-20464,18905.734
C-3896,17396.113
C-35232,113.026146
C-29882,115185.17
C-47767,1430.939
C-45889,571.87384
C-47579,17299.08
C-15274,75787.76
C-19403,45929.777
C-16709,52404.844
C-11788,15262.614
C-4549,35863.22
C-9414,19621.664
C-42672,70569.25
C-41318,46507.742
C-44512,82430.24
C-35258,14118.8125
C-19481,23999.512
C-40331,122706.805
C-28174,15210.468
C-16160,43567.68
C-8540,6100.1733
C-8854,47047.836
C-43776,294.85037
C-31956,98659.83
C-43762,-721.1896
C-47001,1123.069
C-31584,161799.39
C-30121,29732.654
C-29000,71.31798
C-2530,110385.4
C-20183,84.99257
C-31586,93294.695
C-23710,20768.387
C-49190,220.51984
C-22782,226.24016
C-8212,95746.87
C-34495,4873.46
C-34539,28044.266
C-16469,115983.62
C-37409,21391.135
C-27228,22752.191
C-21645,41058.723
C-40660,58377.035
C-21508,85412.46
C-37309,72098.61
C-1133,28063.643
C-40831,52.159687
C-47899,26361.422
C-8982,76100.805
C-6475,284.86926
C-11001,538.72046
C-41434,492.57748
C-41856,388.1183
C-32581,29231.627
C-27355,119859.07
C-46634,169.2311
C-35342,44100.336
C-29069,91446.06
C-33756,1.0871141
C-13753,159.18446
C-47893,42961.36
C-43682,51965.35
C-30837,32813.91
C-11949,69489.734
C-6007,26677.799
C-30806,132.73555
C-14059,197169.48
C-19474,41765.844
C-16075,30097.738
C-30840,48509.715
C-14874,5298.942
C-7592,43813.145
C-46466,86084.06
C-26128,28.826277
C-26587,14793.324
C-21840,105779.7
C-45477,75.19787
C-41336,699.78534
C-37485,88805.08
C-31604,179012
C-24142,22540.11
C-4371,52699.727
C-22008,111086.13
C-4361,63093.793
C-49499,60219.562
C-18422,20740.867
C-27658,104385.78
C-10513,1.7799311
C-2863,72525.3
C-30695,12601.424
C-9174,18035.059
C-3305,78497.625
C-17560,14433.948
C-37703,10.343353
C-7915,60921.777
C-2523,39013.156
C-36478,43727.016
C-34621,9.128164
C-3839,20576.195
C-6405,16481.986
C-9360,12.132975
C-47294,92686.625
C-21378,24626.564
C-3873,34887.207
C-32731,34970.027
C-44537,41116.938
C-18615,95498.836
C-35065,123351.15
C-47235,16784.049
C-41643,94170.22
C-28561,39140.598
C-11165,36868.39
C-43589,24277.39
C-19653,54155.934
C-37332,56175.508
C-16413,17.18071
C-6412,72590.66
C-24719,221622.6
C-9128,76628.45
C-42516,-514.3574
C-38604,117173.22
C-42588,118.54226
C-24543,83433.086
C-8705,61279.977
C-19668,19670.232
C-10261,9935.653
C-33486,57121.4
C-4034,87784.16
C-35072,85557.53
C-47014,80998.56
C-31220,267.7473
C-18117,28235.035
C-33659,21247.562
C-5238,22283.842
C-48502,15571.406
C-1829,25794.42
C-37256,99411.1
C-1987,41526.438
C-14567,330.9656
C-25021,28866.336
C-6631,54822.5
C-10128,28364.898
C-8764,38861.668
C-37291,39260.152
C-1676,32003.195
C-10139,116833.28
C-11688,10506.713
C-43637,187690.48
C-28110,112555.33
C-29671,102631.22
C-9246,27184.93
C-10116,95483.08
C-24598,8204.284
C-734,63798.48
C-38708,37296.59
C-11892,15757.703
C-13191,28635.486
C-36980,53.20571
C-14840,59882.08
C-15421,64137.98
C-38635,229.77728
C-27899,35971.906
C-22381,9432.053
C-5037,34561.79
C-31732,84957.01
C-4126,70378.29
C-26111,43376.99
C-31985,43445.75
C-22199,29210.59
C-8516,-1266.0594
C-23685,27503.068
C-37529,51540.95
C-49576,13965.857
C-42158,11493.795
C-45322,13064.27
C-28509,77696.37
C-20999,11925.016
C-23490,102370.49
C-9305,49432.004
C-30050,25084.557
C-40247,44364.04
C-40069,78694.984
C-815,14533.449
C-16291,68981.21
C-3859,46442.316
C-13526,39188.055
C-11318,59453.78
C-44528,322.2748
C-49592,58.0765
C-44452,81018.24
C-15818,44353.1
C-19715,55934.59
C-40850,49211.836
C-32164,34361.598
C-42920,50625.492
C-46588,128.27
C-19830,45003.984
C-17379,54571.445
C-22445,75.914505
C-19395,500.15207
C-15162,28155.89
C-12837,52288.81
C-15278,28956.049
C-39392,64084.35
C-38084,13974.816
C-48822,282.29617
C-3907,38623.69
C-19754,26039.65
C-16966,22761.617
C-2541,30672.074
C-44488,398.14633
C-28181,8.081908
C-1104,110581.734
C-34638,39827.668
C-11022,23898.34
C-3322,51541.293
C-7586,45698.773
C-48030,80.03985
C-48760,1228.595
C-8970,10.023266
C-27914,86243.37
C-14175,103429.37
C-38249,127758.586
C-47827,476.8867
C-30725,44211.727
C-16105,76290.43
C-42505,137697.72
C-44828,82197.9
C-5055,8646.521
C-48732,27683.086
C-14923,104488.17
C-21894,18945.564
C-26007,47881.9
C-42127,207885.38
C-49437,48502.117
C-19102,35847.477
C-36890,-136.28992
C-2917,28399.8
C-1305,78186.72
C-39443,17336.71
C-36001,121.600716
C-36785,71283.36
C-6517,67.7498
C-28992,20339.004
C-25321,8982.152
C-9726,17590.947
C-17820,15274.201
C-11330,20380.584
C-37213,75754.16
C-39344,103170.31
C-17654,20.5051
C-40097,104331.24
C-33896,10194.145
C-14379,51828.188
C-16733,93570.74
C-42511,32620.28
C-38261,87564.68
C-23607,71397.3
C-25786,87.218895
C-23115,6985.9233
C-17722,46366.14
C-26172,97.37849
C-21507,20448.555
C-39540,86.6819
C-28827,19782.867
C-17537,110852.766
C-7254,-122.90691
C-13566,81423.91
C-29469,48633.1
C-24011,21987.076
C-38962,34551.113
C-32179,130945.48
C-38954,-134.73967
C-26740,11356.596
C-39525,12135.321
C-11717,-1743.0918
C-43816,47567.24
C-13740,43849.184
C-11536,185906.42
C-33102,32868.695
C-13871,53505.895
C-32647,19072.281
C-49814,40651.195
C-32571,73690.234
C-26707,65261.242
C-46085,26743.543
C-44161,21186.197
C-47967,33278.047
C-35204,53550.63
C-28320,22573.05
C-9426,111599.94
C-40453,20510.291
C-17793,97320.34
C-39435,61607.234
C-29961,59846.188
C-28162,151828.97
C-14983,88177.39
C-39955,100430.91
C-7442,20.107058
C-38562,29483.904
C-47613,147505.23
C-6054,98072.07
C-36937,77618.89
C-2887,58310.188
C-22608,57231.438
C-41423,22062.617
C-8735,21901.027
C-15852,70122.586
C-44361,365.86786
C-38515,76908
C-22746,18990.766
C-47758,52550.117
C-1157,77781.22
C-41782,90670.7
C-15422,48691.867
C-36870,58041.504
C-28634,50917.59
C-15349,72001.195
C-17266,13275.934
C-37212,203.16245
C-22136,30928.742
C-2484,21318.006
C-1190,117581.266
C-25992,74.32645
C-26515,104520.414
C-21215,265.72128
C-11088,44.866962
C-21667,84461.555
C-34594,92557.055
C-26137,448.73526
C-18058,48386.914
C-1928,38558.05
C-42885,-1747.5819
C-41283,303.9013
C-26351,80800.26
C-36553,92014.25
C-34996,60487.19
C-48531,94.00945
C-16624,17046.898
C-2141,37771.8
C-9403,52517.5
C-24895,182.09668
C-1406,37224.824
C-22343,45454.516
C-11283,38959.242
C-7105,126671.13
C-5343,17433.932
C-11877,36649.07
C-25320,-220.45816
C-27584,34891.65
C-9513,449.8213
C-1173,10990.561
C-16388,17420.283
C-10764,39190.227
C-27942,81926.625
C-8004,5.4208274
C-29201,22513.602
C-8165,20110.943
C-28186,71577.09
C-29917,88920.58
C-39388,51028.906
C-48244,874.3344
C-16084,126358.68
C-25487,64000.902
C-42597,183.0182
C-34167,78.20774
C-41446,24575.045
C-1239,48803.613
C-33040,42475.117
C-27608,35851.566
C-23453,24671.98
C-1123,50603.27
C-5436,51138.555
C-42174,906.6745
C-4860,41649.92
C-13490,47578.805
C-17174,38612.39
C-753,81055.125
C-15810,45508.418
C-42128,80.52921
C-8811,52311.75
C-31297,21060.908
C-17403,89409.15
C-48410,49376.004
C-46408,14640.077
C-2479,5790.6235
C-21801,24543.273
C-13619,65048.16
C-30966,147854.36
C-22836,63592.79
C-5626,45065.336
C-20689,23823.094
C-32432,45358.43
C-6895,80.19491
C-25130,38633.15
C-39496,23452.176
C-10030,172383.52
C-29985,71133.24
C-28023,140360.1
C-33366,114257.234
C-8486,31887.791
C-15000,148.5638
C-23912,108695.41
C-1764,24189.756
C-7533,35277.246
C-26806,66868.516
C-3015,30119.592
C-44220,78.34418
C-39798,9096.445
C-35620,15.400814
C-38023,111385.414
C-10251,46434.773
C-12284,26651.016
C-35923,22834.205
C-4043,74002.75
C-43164,100.43631
C-11078,13523.161
C-5480,71528.26
C-27083,46463.582
C-32623,40985.715
C-2619,140590.92
C-32271,50454.44
C-27130,11829.363
C-4772,260.57047
C-9592,67525.945
C-36078,47197.375
C-17839,38020.824
C-7688,-1251.7732
C-15390,56559.47
C-22903,28098.744
C-28377,12294.859
C-9146,205027.25
C-36253,16646.178
C-1718,2.731421
C-45838,542.1084
C-4008,25849.885
C-24734,139338.56
C-5927,51310.363
C-43330,117438.12
C-18658,47602.414
C-24253,14099.29
C-3097,96190.51
C-40966,27535.098
C-32512,78399.97
C-3983,148.22984
C-15442,66.77924
C-33625,32967.707
C-4560,104988.305
C-5330,120488.72
C-38970,87952.07
C-19394,71554.266
C-40546,30868.738
C-16237,57754.785
C-23401,103492.33
C-633,40564.336
C-33502,18155.646
C-29793,181822.73
C-3142,72940.52
C-41241,53150.336
C-19800,-861.709
C-48557,92325.234
C-3780,59.67751
C-44356,403.16605
C-44327,404.3605
C-36874,198046.89
C-23093,31875.145
C-20166,50804.965
C-32981,69.87392
C-36672,9609.68
C-44236,59710.875
C-20358,25005.32
C-41614,-1377.6554
C-35865,87176.9
C-12048,55.19708
C-20861,35736.742
C-19215,28546.605
C-39255,49130.715
C-6024,73587.375
C-45645,10200.999
C-10205,165611.58
C-32970,120292.46
C-21834,73862.06
C-37152,64606.332
C-43635,148.64667
C-19059,93760.09
C-14522,441.03833
C-7150,2164.4998
C-10234,8455.961
C-43828,139.2968
C-11894,62.611618
C-49682,-474.4659
C-15139,46683.637
C-10884,119972.82
C-2340,26424.229
C-17963,31892.332
C-45916,90.40362
C-2956,38080.895
C-4676,38680.57
C-26014,74989.33
C-34338,58827.11
C-1554,49257.594
C-13952,57936.117
C-38578,45371.426
C-31061,581.6249
C-23993,32416.076
C-21961,42642.29
C-25140,286.12762
C-11746,80789.67
C-45,28186.156
C-4815,126042.23
C-35481,85949.695
C-3116,25430.05
C-33453,11915.358
C-11046,16794.145
C-25045,93297.84
C-30316,48593.207
C-11489,131802.77
C-45852,18997.441
C-15205,43345.37
C-34257,58594.957
C-19023,78711.44
C-22591,50740.36
C-30485,98678.34
C-40551,46606.58
C-14271,-168.01001
C-45599,122054.15
C-26741,76646.26
C-9401,43993.895
C-9651,84559
C-25661,15238.158
C-39737,124010.87
C-27791,31314.658
C-38997,24199.541
C-33155,66209.375
C-37158,97861.8
C-48771,43117.594
C-7775,12738.779
C-7819,19476.223
C-1228,28092.62
C-4975,36547.855
C-17515,11325.823
C-27456,-502.91965
C-9583,25965.416
C-46862,457.915
C-48385,955.76996
C-48390,50148.77
C-11426,32504.338
C-48946,-677.28845
C-9460,45749.664
C-43485,23.352585
C-9876,103906.75
C-47813,-846.25354
C-3626,26517.545
C-42105,37757.984
C-29233,89876.66
C-28572,104509.414
C-659,32024.812
C-12398,85348.81
C-48268,71553.75
C-26068,88590.89
C-26528,240.52072
C-8289,44282.42
C-9318,63893.395
C-8296,149.75691
C-21791,47015.15
C-17812,53306.15
C-41047,65656.48
C-3883,5140.6484
C-49610,-104.53305
C-11569,175735.66
C-19158,22425.412
C-40468,30833.791
C-29706,29329.852
C-17411,132154.3
C-20278,46.87627
C-20054,12357.673
C-156,53.320652
C-48633,175.84502
C-37033,67234.61
C-11708,26131.955
C-45240,868.848
C-48947,117933.945
C-24983,36195.223
C-553,43389.48
C-21845,100068.33
C-42517,13088.663
C-40487,21097.916
C-42998,27091.684
C-22685,53147.703
C-49530,75504.62
C-32673,81337.055
C-16828,13796.183
C-10482,139552.75
C-48516,204.32823
C-15183,35314.277
C-17446,27000.322
C-1854,16323.111
C-23423,21564.56
C-3733,83952.914
C-44436,20137.846
C-9716,89971.27
C-8326,23830.357
C-45014,305.1253
C-12940,8314.655
C-19670,24392.842
C-1785,23034.004
C-31506,53755.41
C-835,-123.29103
C-15366,41458.023
C-3760,40368.445
C-46957,121.21445
C-12072,24.903875
C-13413,18723.818
C-19284,22078.582
C-26627,151275.61
C-1615,35998.78
C-33528,19226.605
C-22973,67645.34
C-33129,146178.98
C-22036,26622.771
C-46068,6820.732
C-8409,68746.29
C-48794,-857.98206
C-42050,-105.96614
C-30741,-117.28788
C-38184,13494.823
C-27822,9116.114
C-14343,43357.965
C-13899,144154.61
C-24795,50009.996
C-37005,12818.706
C-3909,10454.45
C-876,115501.58
C-26819,41.66881
C-26856,42378.26
C-40578,97135.414
C-3143,193913.19
C-609,74.49167
C-18244,26013.416
C-9988,9662.932
C-15739,49272.914
C-14532,24468.455
C-37824,19705.607
C-6214,25022.045
C-46648,7589.395
C-33716,47461.555
C-38625,40.915905
C-26176,57477.02
C-1462,82028.445
C-6348,16477.318
C-10057,63682.895
C-17188,73084.805
C-35499,36176.816
C-5236,42425.504
C-2235,22584.621
C-24643,168188.81
C-26355,21105.627
C-20331,80348.445
C-27065,89525.34
C-7174,6902.441
C-25226,23298.768
C-27811,26.1208
C-37357,24908.596
C-23146,70327.33
C-14511,101055.8
C-45733,29264.46
C-2788,97722.44
C-23699,101372.9
C-15229,31959.74
C-21262,131967.48
C-35787,22926.068
C-16786,6566.919
C-1609,23329.775
C-45919,71266.15
C-40793,88298.58
C-1768,19530.041
C-25497,35857.453
C-4014,37.65389
C-26901,186231.27
C-12928,62463.94
C-25423,28728.117
C-24563,20440.43
C-17449,25027.201
C-23304,32198.05
C-13956,-125.10483
C-23103,117295.66
C-15709,67748.27
C-5044,18044.21
C-7462,51214.08
C-4774,14828.915
C-10818,43323.434
C-2642,35377.004
C-11734,10772.319
C-31677,85552.52
C-40024,92957.57
C-38399,53973.95
C-6929,62553.324
C-33626,43.80398
C-510,9761.62
C-27848,58136.176
C-14452,77118.14
C-45380,-0.2934755
C-44769,620.36017
C-14121,48279.68
C-24120,90944.17
C-18481,127408.21
C-14119,109553.086
C-15069,118442.61
C-49217,14058.206
C-45792,12735.565
C-7396,121543.58
C-12020,69.671906
C-12967,68.10727
C-12179,25812.795
C-44636,87779.71
C-44662,118566.29
C-4754,22377.129
C-22562,48489.02
C-13584,5787.6885
C-36926,25142.432
C-43824,72.535225
C-43880,79929.03
C-25540,48006.203
C-21245,55929.44
C-21317,25018.807
C-14879,46809.473
C-39842,64097.996
C-31122,45036.15
C-16760,47542.1
C-33697,110738.26
C-16429,44709.91
C-48440,176731.2
C-35604,102236.195
C-1144,70215.69
C-49713,105555.36
C-29490,43841.03
C-36158,52472.957
C-9813,27491.68
C-9595,36.472015
C-3328,-13.168891
C-31864,102.73024
C-11409,1.1849184
C-18414,-226.1896
C-37415,-97.029205
C-17615,103084.37
C-37761,100668.055
C-10795,144.77094
C-33521,17707.268
C-14643,96160.81
C-15457,-12.865305
C-2688,75137.81
C-38293,96188.03
C-23708,-216.10637
C-2089,91372.61
C-36852,7459.7905
C-4819,68689.75
C-7452,94446.23
C-32749,105257.2
C-18393,62790.91
C-22070,83901.77
C-12652,35965.508
C-48470,1533.4559
C-7929,19373.818
C-38911,69950.59
C-13815,97100.016
C-33189,57716.305
C-17296,28660.361
C-30931,15764.958
C-7244,63858.77
C-48498,-2469.417
C-31629,13241.3125
C-825,48403.223
C-46832,18856.693
C-49779,1513.5114
C-20528,141006.67
C-3239,29931.326
C-34070,17239.383
C-10281,53738.695
C-16683,18043.213
C-5255,30.657043
C-46252,42997.13
C-17695,109621.54
C-48663,58753.83
C-15332,25872.322
C-41015,78697.33
C-49112,127.303856
C-12116,94788.37
C-42427,-198.58379
C-11397,92.910385
C-35950,23.2398
C-15443,141664.48
C-33016,74422.95
C-2279,68023.125
C-25345,43670.695
C-12008,9213.844
C-15500,32272.701
C-22952,10199.496
C-38842,39290.074
C-22972,119364.86
C-3297,68198.53
C-4339,50005.84
C-16182,121980.305
C-41903,105224.67
C-32193,323.18567
C-27767,17090.738
C-7638,-16.576145
C-3205,43014.26
C-13025,-2146.049
C-26304,76333.96
C-17944,62198.63
C-11888,580.3458
C-20396,89084.89
C-35187,47951.562
C-2029,96675.53
C-43484,96.8827
C-43851,31253.773
C-929,36633.98
C-30502,18028.377
C-34752,45237.395
C-21430,65728.766
C-41521,35393.02
C-48124,42708.016
C-49508,126.75534
C-22577,30596.992
C-32491,130544.38
C-15771,66630.305
C-28074,47224.656
C-12383,22225.555
C-1427,27057.328
C-30389,76811.88
C-12637,13765.284
C-11498,84417.53
C-17157,93250.7
C-19914,48782.117
C-20704,82.02762
C-12763,41661.45
C-39264,29523.586
C-10734,28884.322
C-30428,30205.527
C-2904,83497.56
C-44945,44366.76
C-15169,182193.97
C-49349,-107.42236
C-4727,25673.322
C-40352,108721.25
C-23264,69222.44
C-30859,24152.357
C-19561,25290.674
C-48131,45592.84
C-12665,35.862087
C-6218,106230.516
C-29789,38907.957
C-40455,7048.05
C-4733,58129.637
C-9005,66.48057
C-13448,40578.727
C-29854,26803.275
C-46308,5886.5947
C-25871,14647.164
C-35920,39847.8
C-47400,16589.076
C-48555,32677.086
C-20212,29492.693
C-40371,42295.387
C-45424,16114.018
C-15779,22548.23
C-12702,61090.734
C-20660,81840.805
C-10168,16.727177
C-17122,46813.28
C-10455,-71.04711
C-15634,38700.94
C-49360,828.8966
C-45640,88864.45
C-13308,215236.03
C-3298,10636.906
C-44630,94846.21
C-12879,53.74559
C-23365,13499.232
C-27525,132272.28
C-9975,26908.568
C-34342,62131.49
C-47751,24050.963
C-26879,18310.69
C-38483,29966.613
C-36518,43798.457
C-34134,-69.03979
C-36138,74553.53
C-39891,88716.1
C-26973,123751.92
C-29353,81393.1
C-2786,35.537075
C-38068,55286.766
C-8110,35147.18
C-14388,109654.5
C-29065,133763.05
C-36540,87531
C-20188,8549.771
C-37752,24260.512
C-22606,58279.906
C-6055,114078.64
C-39935,19718.393
C-25521,69730.73
C-28918,49170.742
C-917,40351.613
C-28373,96101.55
C-17067,15735.515
C-15755,14697.273
C-18334,20447.398
C-39746,11.106155
C-26095,33629.88
C-31934,-576.124
C-29203,16237.717
C-4442,66411.84
C-43285,43883.14
C-8080,78174.2
C-8074,66214.57
C-9064,25214.28
C-28661,27307.488
C-33298,43615.355
C-3682,150.81909
C-24047,80020.8
C-27828,68466.734
C-25227,12643.086
C-43134,-6.867616
C-6135,74425.28
C-42919,54855.27
C-28495,79.98588
C-34022,164301.14
C-7993,98474
C-37825,197501.12
C-15473,50815.375
C-22118,84.4155
C-9018,130228.89
C-10947,18501.672
C-30373,21916.992
C-27433,20592.97
C-19044,96440.414
C-48226,9.7323675
C-48229,11688.838
C-9934,20024.527
C-36360,111069.63
C-21150,154777.42
C-30376,52.335094
C-20223,45176.457
C-37649,50247.74
C-9175,76541.266
C-47832,-76.248215
C-46503,42282.188
C-38923,40785.453
C-2332,168714.33
C-21329,92829.4
C-45831,25070.85
C-33757,20964.965
C-40227,68710.516
C-757,16345.413
C-46217,31140.041
C-29101,92191.73
C-26629,39549.113
C-20520,68.67331
C-28928,28626.234
C-3850,38500.13
C-38692,57139.133
C-18090,44429.76
C-5861,24391.145
C-41044,103667.266
C-29154,31888.504
C-49914,102854.62
C-10031,207.18015
C-8962,49103.426
C-48004,291.04785
C-26745,61897.59
C-19302,54275.105
C-40970,105371.11
C-16415,28894.998
C-47555,239.08418
C-2770,108626.336
C-3021,94781.81
C-6303,28911.438
C-13721,10881.366
C-30124,17585.195
C-32833,106411.24
C-36042,68.846214
C-28242,21442.803
C-14843,47702.332
C-28593,1238.6349
C-5638,13686.126
C-219,63.848904
C-42017,117.87549
C-26701,109222.21
C-36284,61829.844
C-36086,33123.188
C-31609,35474.41
C-38393,81342.71
C-42347,48.117626
C-41416,20212.992
C-27243,13769.993
C-41644,261.31055
C-15903,40954.555
C-41518,20789.836
C-41696,186.50082
C-12046,52309.895
C-37129,18755.1
C-37098,19974.723
C-23538,62422.75
C-35101,62000.777
C-28860,63652.09
C-16964,24733.137
C-2871,-73.973595
C-18796,48044.348
C-26265,115.08876
C-8954,92362.63
C-45868,-280.71866
C-39051,12742.237
C-25902,60327.11
C-134,71797.92
C-11823,62887.91
C-8666,75321.04
C-34926,53711.633
C-14581,-198.5687
C-6807,18768.62
C-26371,60966.5
C-44134,9496.269
C-43149,68331.84
C-21260,40242.625
C-1117,54545.793
C-49588,42274.055
C-12452,28698.023
C-23553,30205.805
C-13875,50311.38
C-36211,19960.049
C-13377,11413.143
C-37925,45627.438
C-11159,12793.863
C-44097,395.148
C-42023,38137.027
C-49822,53522.562
C-33922,86570.14
C-18707,140927.9
C-11147,24331.82
C-4465,25789.582
C-1577,51471.45
C-11960,90524.805
C-7182,68524.01
C-40091,54384.062
C-21054,113406.62
C-25822,74327.5
C-15143,10245.289
C-1945,41950.74
C-40511,155685.7
C-4356,33181.32
C-2078,45997.87
C-25636,21290.941
C-16947,28064.953
C-15731,144140.88
C-28967,73035.3
C-2063,47825.426
C-2334,40116.656
C-28442,153105.78
C-27047,112921.836
C-9601,16764.645
C-957,67004.03
C-38487,68306.06
C-11793,110660.87
C-2787,12300.177
C-48278,265.52142
C-21877,96850.61
C-37625,157.30724
C-11691,14901.875
C-14816,26875.227
C-36584,111590.64
C-5126,60679.336
C-33687,35211.613
C-38064,26647.627
C-24374,55882.8
C-23749,125520.984
C-7942,20704.355
C-16655,71981.086
C-37317,27437.576
C-37469,20981.084
C-12922,58845.477
C-24161,71.865
C-36221,107485.42
C-35240,15729.272
C-33092,49895.66
C-43860,928.88635
C-26221,19356.273
C-36834,12309.078
C-24577,11689.054
C-20266,7562.1543
C-48568,509.57278
C-15346,101533.06
C-13668,60539.08
C-28574,30390.248
C-28643,54627.336
C-1839,24716.56
C-2105,128712.95
C-35783,17606.842
C-14594,41731.395
C-25986,30730.236
C-40128,77314.04
C-4170,42539.42
C-19643,8924.432
C-4735,40396.42
C-47903,186.70976
C-49819,81353.305
C-643,44.328552
C-44320,231.89854
C-32102,22299.227
C-18804,26950.625
C-18395,36572.785
C-32277,38049.2
C-30331,55364.312
C-45179,812.68115
C-6450,49518.375
C-11223,51942.887
C-3399,113981.65
C-42791,28879.459
C-41709,32.78843
C-7424,47698.805
C-42723,266.37787
C-25196,140294.9
C-43583,155381.2
C-19272,25744.621
C-40990,212898.83
C-556,457.46005
